protocol,scenario,throughput_min,throughput_mean,throughput_max,throughput_std,time_min,time_mean,time_max,time_std,retransmissions_mean,retransmissions_min,retransmissions_max
RUDP,A,6.024271,6.081803,6.186704,0.05750644642511358,1.355909,1.3794064000000001,1.392468,0.012954216055014721,0.0,0,0
RUDP,B,0.099708,0.13432660000000002,0.185249,0.021700057384460736,45.282988,63.82179179999999,84.131717,9.73887326342796,418.8,282,576
RUDP,C,0.055458,0.0670434,0.083109,0.008111208804282299,100.935416,126.68890180000001,151.259509,14.523298285214882,862.9,672,1053
TCP,A,74.952382,111.67518,161.397683,28.178893649797523,0.051975,0.0794614,0.111919,0.019501358215946566,0.0,0,0
TCP,B,1.257795,4.7074517,16.636424,5.922660514903643,0.504231,3.8761679,6.669295,2.1195609474408426,0.0,0,0
TCP,C,0.380171,1.2349775,7.590536,2.2429849704715292,1.10514,15.8731019,22.065363,6.762546966619743,0.0,0,0
